0,0,113,10
0,1,112,10
0,2,111,10
0,3,110,10
0,4,109,10
0,5,108,10
0,6,107,10
0,7,106,10
0,8,105,10
0,9,104,10
0,10,103,10
0,13,100,10
0,74,130,5
0,77,128,5
0,78,127,5
0,80,126,5
0,83,124,5
0,84,123,5
0,86,122,5
0,87,121,5
0,89,120,5
0,90,119,5
0,92,118,5
0,94,117,5
0,95,116,5
0,97,115,5
0,99,114,5
0,100,113,5
0,102,112,5
0,104,111,5
0,106,110,5
0,108,109,5
0,110,108,5
0,112,107,5
0,114,106,5
0,116,105,5
0,118,104,5
0,120,103,5
0,126,100,5
1,0,112,10
1,1,111,10
1,2,110,10
1,3,109,10
1,4,108,10
1,5,107,10
1,6,106,10
1,7,105,10
1,8,104,10
1,9,103,10
1,12,100,10
1,75,128,5
1,77,127,5
1,78,126,5
1,81,124,5
1,82,123,5
1,84,122,5
1,85,121,5
1,87,120,5
1,90,118,5
1,92,117,5
1,93,116,5
1,95,115,5
1,97,114,5
1,100,112,5
1,102,111,5
1,104,110,5
1,106,109,5
1,108,108,5
1,110,107,5
1,112,106,5
1,114,105,5
1,116,104,5
1,118,103,5
1,124,100,5
2,0,111,10
2,1,110,10
2,2,109,10
2,3,108,10
2,4,107,10
2,5,106,10
2,6,105,10
2,7,104,10
2,8,103,10
2,11,100,10
2,71,130,5
2,75,127,5
2,76,126,5
2,79,124,5
2,82,122,5
2,84,121,5
2,85,120,5
2,87,119,5
2,88,118,5
2,90,117,5
2,93,115,5
2,95,114,5
2,98,112,5
2,100,111,5
2,102,110,5
2,104,109,5
2,106,108,5
2,108,107,5
2,114,104,5
2,116,103,5
2,122,100,5
3,0,110,10
3,1,109,10
3,2,108,10
3,3,107,10
3,4,106,10
3,5,105,10
3,6,104,10
3,7,103,10
3,10,100,10
3,69,130,5
3,72,128,5
3,73,127,5
3,77,124,5
3,79,123,5
3,80,122,5
3,82,121,5
3,83,120,5
3,85,119,5
3,88,117,5
3,91,115,5
3,93,114,5
3,95,113,5
3,96,112,5
3,98,111,5
3,100,110,5
3,102,109,5
3,104,108,5
3,106,107,5
3,120,100,5
4,0,109,10
4,1,108,10
4,2,107,10
4,3,106,10
4,4,105,10
4,5,104,10
4,6,103,10
4,9,100,10
4,70,128,5
4,73,126,5
4,76,124,5
4,77,123,5
4,80,121,5
4,83,119,5
4,86,117,5
4,88,116,5
4,91,114,5
4,93,113,5
4,96,111,5
4,98,110,5
4,100,109,5
4,102,108,5
4,104,107,5
4,118,100,5
5,0,108,10
5,1,107,10
5,2,106,10
5,3,105,10
5,4,104,10
5,5,103,10
5,8,100,10
5,66,130,5
5,70,127,5
5,71,126,5
5,74,124,5
5,77,122,5
5,78,121,5
5,80,120,5
5,81,119,5
5,83,118,5
5,84,117,5
5,86,116,5
5,89,114,5
5,91,113,5
5,93,112,5
5,94,111,5
5,96,110,5
5,98,109,5
5,100,108,5
5,102,107,5
5,116,100,5
6,0,107,10
6,1,106,10
6,2,105,10
6,3,104,10
6,4,103,10
6,7,100,10
6,67,128,5
6,68,127,5
6,72,124,5
6,74,123,5
6,75,122,5
6,77,121,5
6,78,120,5
6,81,118,5
6,83,117,5
6,84,116,5
6,86,115,5
6,89,113,5
6,91,112,5
6,93,111,5
6,94,110,5
6,96,109,5
6,98,108,5
6,100,107,5
6,102,106,5
6,114,100,5
7,0,106,10
7,1,105,10
7,2,104,10
7,3,103,10
7,6,100,10
7,63,130,5
7,67,127,5
7,68,126,5
7,71,124,5
7,72,123,5
7,75,121,5
7,78,119,5
7,81,117,5
7,84,115,5
7,86,114,5
7,87,113,5
7,89,112,5
7,91,111,5
7,94,109,5
7,96,108,5
7,98,107,5
7,100,106,5
7,102,105,5
7,104,104,5
7,112,100,5
8,0,105,10
8,1,104,10
8,2,103,10
8,5,100,10
8,64,128,5
8,65,127,5
8,69,124,5
8,72,122,5
8,73,121,5
8,75,120,5
8,76,119,5
8,78,118,5
8,79,117,5
8,81,116,5
8,84,114,5
8,86,113,5
8,87,112,5
8,89,111,5
8,91,110,5
8,94,108,5
8,96,107,5
8,98,106,5
8,100,105,5
8,102,104,5
8,104,103,5
8,110,100,5
9,0,104,10
9,1,103,10
9,4,100,10
9,60,130,5
9,64,127,5
9,65,126,5
9,69,123,5
9,70,122,5
9,72,121,5
9,73,120,5
9,75,119,5
9,76,118,5
9,78,117,5
9,79,116,5
9,81,115,5
9,82,114,5
9,84,113,5
9,87,111,5
9,89,110,5
9,91,109,5
9,94,107,5
9,96,106,5
9,98,105,5
9,100,104,5
9,102,103,5
9,108,100,5
10,0,103,10
10,3,100,10
10,61,128,5
10,62,127,5
10,66,124,5
10,69,122,5
10,70,121,5
10,73,119,5
10,76,117,5
10,79,115,5
10,81,114,5
10,82,113,5
10,84,112,5
10,87,110,5
10,89,109,5
10,91,108,5
10,94,106,5
10,96,105,5
10,98,104,5
10,100,103,5
10,106,100,5
11,2,100,10
11,57,130,5
11,61,127,5
11,62,126,5
11,66,123,5
11,67,122,5
11,69,121,5
11,70,120,5
11,73,118,5
11,76,116,5
11,79,114,5
11,82,112,5
11,84,111,5
11,87,109,5
11,89,108,5
11,91,107,5
11,94,105,5
11,96,104,5
11,98,103,5
11,104,100,5
12,1,100,10
12,58,128,5
12,59,127,5
12,63,124,5
12,66,122,5
12,67,121,5
12,70,119,5
12,73,117,5
12,76,115,5
12,79,113,5
12,82,111,5
12,84,110,5
12,87,108,5
12,89,107,5
12,91,106,5
12,93,105,5
12,96,103,5
12,102,100,5
13,0,100,10
13,54,130,5
13,58,127,5
13,59,126,5
13,62,124,5
13,63,123,5
13,64,122,5
13,66,121,5
13,67,120,5
13,70,118,5
13,71,117,5
13,73,116,5
13,74,115,5
13,76,114,5
13,77,113,5
13,79,112,5
13,81,111,5
13,82,110,5
13,84,109,5
13,86,108,5
13,87,107,5
13,89,106,5
13,91,105,5
13,93,104,5
13,95,103,5
13,100,100,5
14,53,130,5
14,55,128,5
14,58,126,5
14,60,124,5
14,63,122,5
14,64,121,5
14,67,119,5
14,70,117,5
14,71,116,5
14,73,115,5
14,74,114,5
14,76,113,5
14,79,111,5
14,81,110,5
14,82,109,5
14,84,108,5
14,86,107,5
14,89,105,5
14,91,104,5
14,93,103,5
14,99,100,5
15,54,128,5
15,55,127,5
15,56,126,5
15,59,124,5
15,60,123,5
15,63,121,5
15,64,120,5
15,67,118,5
15,68,117,5
15,70,116,5
15,71,115,5
15,73,114,5
15,74,113,5
15,76,112,5
15,79,110,5
15,81,109,5
15,82,108,5
15,84,107,5
15,86,106,5
15,91,103,5
15,97,100,5
16,50,130,5
16,54,127,5
16,55,126,5
16,59,123,5
16,60,122,5
16,63,120,5
16,64,119,5
16,67,117,5
16,70,115,5
16,71,114,5
16,73,113,5
16,74,112,5
16,76,111,5
16,79,109,5
16,81,108,5
16,84,106,5
16,86,105,5
16,88,104,5
16,95,100,5
17,49,130,5
17,51,128,5
17,54,126,5
17,56,124,5
17,59,122,5
17,60,121,5
17,63,119,5
17,64,118,5
17,67,116,5
17,70,114,5
17,71,113,5
17,73,112,5
17,76,110,5
17,78,109,5
17,79,108,5
17,81,107,5
17,83,106,5
17,86,104,5
17,88,103,5
17,94,100,5
18,48,130,5
18,50,128,5
18,51,127,5
18,55,124,5
18,56,123,5
18,59,121,5
18,60,120,5
18,63,118,5
18,64,117,5
18,67,115,5
18,70,113,5
18,73,111,5
18,76,109,5
18,78,108,5
18,81,106,5
18,83,105,5
18,92,100,5
19,49,128,5
19,50,127,5
19,51,126,5
19,55,123,5
19,56,122,5
19,57,121,5
19,60,119,5
19,63,117,5
19,64,116,5
19,67,114,5
19,70,112,5
19,73,110,5
19,75,109,5
19,76,108,5
19,78,107,5
19,81,105,5
19,83,104,5
19,85,103,5
19,90,100,5
20,45,130,5
20,50,126,5
20,52,124,5
20,55,122,5
20,56,121,5
20,57,120,5
20,60,118,5
20,61,117,5
20,63,116,5
20,64,115,5
20,67,113,5
20,70,111,5
20,73,109,5
20,75,108,5
20,78,106,5
20,80,105,5
20,83,103,5
20,89,100,5
21,44,130,5
21,46,128,5
21,51,124,5
21,52,123,5
21,55,121,5
21,56,120,5
21,59,118,5
21,60,117,5
21,63,115,5
21,64,114,5
21,66,113,5
21,67,112,5
21,69,111,5
21,70,110,5
21,72,109,5
21,73,108,5
21,75,107,5
21,77,106,5
21,78,105,5
